"order_id","sales","profit","quantity","discount","country","state","city","postal_code","customer_name","product_name","category","sub_category","segment","shipping_mode","dt_order","dt_ship","year_order","year_ship","quarter_order","quarter_ship","month_order","month_ship","week_order","week_ship","week_day_order","week_day_ship"
CA-2019-167668,59.2000,29.6000000000000000,4,0.00,United States,New York,New York City,"10035",Toby Carlisle,Avery 505,Office Supplies,Labels,Consumer,First Class,2019-05-06,2019-05-08,2019,2019,2,2,5,5,19,19,mon,wed
CA-2016-151708,121.3760,-3.0344000000000100,4,0.20,United States,Arizona,Glendale,"85301",Maria Bertelson,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,Consumer,Standard Class,2016-08-08,2016-08-14,2016,2016,3,3,8,8,32,32,mon,sun
CA-2019-123239,91.0320,-2.2758000000000100,3,0.20,United States,Florida,Jacksonville,"32216",Mike Gockenbach,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,Consumer,Second Class,2019-07-27,2019-07-31,2019,2019,3,3,7,7,30,31,sat,wed
CA-2018-167605,30.3440,-31.8612000000000000,2,0.60,United States,Illinois,Saint Charles,"60174",Rob Beeghly,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,Consumer,Second Class,2018-04-28,2018-04-30,2018,2018,2,2,4,4,17,18,sat,mon
CA-2016-158540,151.7200,27.3096000000000000,4,0.00,United States,California,San Diego,"92037",Vivek Gonzalez,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,Consumer,First Class,2016-11-24,2016-11-26,2016,2016,4,4,11,11,47,47,thu,sat
CA-2018-126004,113.7900,20.4822000000000000,3,0.00,United States,New York,New York City,"10024",Becky Martin,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,Consumer,First Class,2018-12-04,2018-12-05,2018,2018,4,4,12,12,49,49,tue,wed
CA-2017-112214,33.4880,-1.2558000000000100,7,0.20,United States,Texas,Dallas,"75220",Anna Häberlin,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,Corporate,Standard Class,2017-08-05,2017-08-11,2017,2017,3,3,8,8,31,32,sat,fri
CA-2018-139269,1267.6500,152.1180000000000000,9,0.00,United States,Georgia,Columbus,"31907",Julia Barnett,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Home Office,Standard Class,2018-05-25,2018-05-30,2018,2018,2,2,5,5,21,22,fri,wed
CA-2018-131289,1421.6640,-195.4788000000000000,6,0.20,United States,California,San Francisco,"94110",Stefania Perrino,Hon 94000 Series Round Tables,Furniture,Tables,Corporate,Standard Class,2018-12-08,2018-12-14,2018,2018,4,4,12,12,49,50,sat,fri
CA-2016-108609,1421.6640,-734.5264000000000000,8,0.40,United States,Ohio,Lorain,"44052",Anthony Jacobs,Hon 94000 Series Round Tables,Furniture,Tables,Corporate,Second Class,2016-10-31,2016-11-02,2016,2016,4,4,10,11,44,44,mon,wed
CA-2019-161067,181.7640,-8.0784000000000200,2,0.10,United States,New York,New York City,"10035",Katrina Bavinger,Global Low Back Tilter Chair,Furniture,Chairs,Home Office,Second Class,2019-09-03,2019-09-06,2019,2019,3,3,9,9,36,36,tue,fri
CA-2016-158771,83.2500,14.9850000000000000,3,0.00,United States,Kentucky,Henderson,"42420",Sean Braxton,Fellowes Super Stor/Drawer,Office Supplies,Storage,Corporate,Same Day,2016-05-09,2016-05-09,2016,2016,2,2,5,5,19,19,mon,mon
US-2018-116729,254.2400,76.2720000000000000,7,0.00,United States,California,Los Angeles,"90049",Grace Kelly,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,Corporate,First Class,2018-12-25,2018-12-28,2018,2018,4,4,12,12,52,52,tue,fri
CA-2019-151799,1199.9800,467.9922000000000000,2,0.00,United States,Massachusetts,Lawrence,"1841",Ben Ferrer,Canon PC1080F Personal Copier,Technology,Copiers,Home Office,Standard Class,2019-12-14,2019-12-18,2019,2019,4,4,12,12,50,51,sat,wed
CA-2019-149881,4799.9840,359.9988000000000000,2,0.20,United States,California,San Francisco,"94110",Nick Crebassa,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,Corporate,First Class,2019-04-01,2019-04-03,2019,2019,2,2,4,4,14,14,mon,wed
CA-2019-123085,1049.4400,440.7648000000000000,8,0.00,United States,California,Los Angeles,"90008",Ed Jacobs,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,Consumer,Standard Class,2019-03-03,2019-03-08,2019,2019,1,1,3,3,9,10,sun,fri
CA-2017-109337,393.5400,165.2868000000000000,3,0.00,United States,Indiana,Lawrence,"46226",Denise Leinenbach,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,Consumer,Second Class,2017-11-21,2017-11-23,2017,2017,4,4,11,11,47,47,tue,thu
CA-2019-126956,37.2400,10.7996000000000000,4,0.00,United States,Minnesota,Lakeville,"55044",Greg Tran,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,Consumer,Standard Class,2019-08-21,2019-08-28,2019,2019,3,3,8,8,34,35,wed,wed
CA-2018-121958,52.1360,5.8653000000000000,7,0.20,United States,North Carolina,Thomasville,"27360",Cindy Stewart,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,Consumer,Standard Class,2018-11-13,2018-11-17,2018,2018,4,4,11,11,46,46,tue,sat
CA-2019-164364,27.9300,8.0997000000000000,3,0.00,United States,Washington,Seattle,"98115",Christine Sundaresam,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,Consumer,Standard Class,2019-11-12,2019-11-16,2019,2019,4,4,11,11,46,46,tue,sat
US-2019-150595,22.3440,2.5137000000000000,3,0.20,United States,Illinois,Chicago,"60653",Laurel Elliston,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,Consumer,Standard Class,2019-05-22,2019-05-26,2019,2019,2,2,5,5,21,21,wed,sun
CA-2016-169061,18.6200,5.3998000000000000,2,0.00,United States,New York,Yonkers,"10701",Aimee Bixby,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,Consumer,Second Class,2016-03-05,2016-03-08,2016,2016,1,1,3,3,9,10,sat,tue
CA-2018-158435,65.1700,18.8993000000000000,7,0.00,United States,Connecticut,Waterbury,"6708",Arthur Gainer,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,Consumer,First Class,2018-05-17,2018-05-18,2018,2018,2,2,5,5,20,20,thu,fri
CA-2016-132500,49.9800,8.4965999999999900,2,0.00,United States,California,San Francisco,"94110",Gary Zandusky,Logitech Wireless Touch Keyboard K400,Technology,Accessories,Consumer,Standard Class,2016-09-08,2016-09-12,2016,2016,3,3,9,9,36,37,thu,mon
CA-2019-128965,274.8900,46.7313000000000000,11,0.00,United States,California,Los Angeles,"90008",Pamela Stobb,Logitech Wireless Touch Keyboard K400,Technology,Accessories,Consumer,Standard Class,2019-04-17,2019-04-22,2019,2019,2,2,4,4,16,17,wed,mon
CA-2019-108322,2.3760,0.7425000000000000,3,0.20,United States,Florida,Pompano Beach,"33068",Saphhira Shifley,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,Corporate,Standard Class,2019-04-30,2019-05-05,2019,2019,2,2,4,5,18,18,tue,sun
CA-2016-166590,1.9800,0.8910000000000000,2,0.00,United States,Indiana,Columbus,"47201",Noah Childs,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,Corporate,Standard Class,2016-10-29,2016-11-02,2016,2016,4,4,10,11,43,44,sat,wed
CA-2019-120404,2.9700,1.3365000000000000,3,0.00,United States,New York,New York City,"10035",Katharine Harms,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,Corporate,Second Class,2019-11-20,2019-11-24,2019,2019,4,4,11,11,47,47,wed,sun
US-2018-117793,1.9800,0.8910000000000000,2,0.00,United States,Wisconsin,Sheboygan,"53081",Matt Abelman,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,Home Office,Standard Class,2018-08-23,2018-08-29,2018,2018,3,3,8,8,34,35,thu,wed
CA-2017-114300,83.7200,23.4416000000000000,7,0.00,United States,Kentucky,Louisville,"40214",Art Foster,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Consumer,Standard Class,2017-10-13,2017-10-17,2017,2017,4,4,10,10,41,42,fri,tue
CA-2017-153108,23.9200,6.6976000000000000,2,0.00,United States,Indiana,New Castle,"47362",Sarah Foster,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Consumer,Standard Class,2017-03-05,2017-03-09,2017,2017,1,1,3,3,9,10,sun,thu
CA-2016-129147,50.2320,-10.0464000000000000,7,0.40,United States,Ohio,Medina,"44256",Liz Carlisle,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Consumer,Standard Class,2016-11-02,2016-11-06,2016,2016,4,4,11,11,44,44,wed,sun
CA-2018-112382,19.1360,1.9136000000000000,2,0.20,United States,Texas,Houston,"77036",Mick Brown,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Consumer,Standard Class,2018-05-09,2018-05-13,2018,2018,2,2,5,5,19,19,wed,sun
CA-2017-130974,59.9400,28.1718000000000000,3,0.00,United States,Massachusetts,Everett,"2149",Matt Abelman,Xerox 1884,Office Supplies,Paper,Home Office,Second Class,2017-11-27,2017-11-29,2017,2017,4,4,11,11,48,48,mon,wed
CA-2019-149853,15.5520,5.4432000000000000,3,0.20,United States,Florida,Hialeah,"33012",Patrick O'Brill,Xerox 208,Office Supplies,Paper,Consumer,Standard Class,2019-10-03,2019-10-09,2019,2019,4,4,10,10,40,41,thu,wed
CA-2017-161718,364.4100,8.0980000000000200,5,0.10,United States,New York,Hempstead,"11550",Sean O'Donnell,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Consumer,Standard Class,2017-12-04,2017-12-10,2017,2017,4,4,12,12,49,49,mon,sun
US-2019-168613,145.7640,3.2392000000000100,2,0.10,United States,New York,New York City,"10009",Gary McGarr,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Consumer,Standard Class,2019-10-08,2019-10-14,2019,2019,4,4,10,10,41,42,tue,mon
CA-2018-115756,242.9400,29.1528000000000000,3,0.00,United States,Michigan,Detroit,"48227",Pete Kriz,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Consumer,Second Class,2018-09-05,2018-09-07,2018,2018,3,3,9,9,36,36,wed,fri
CA-2018-133697,56.6860,-14.5764000000000000,1,0.30,United States,Texas,Houston,"77095",Chuck Magee,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Consumer,Second Class,2018-10-20,2018-10-24,2018,2018,4,4,10,10,42,43,sat,wed
CA-2019-156237,113.3720,-29.1528000000000000,2,0.30,United States,Pennsylvania,Philadelphia,"19140",Pamela Stobb,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Consumer,First Class,2019-09-14,2019-09-15,2019,2019,3,3,9,9,37,37,sat,sun
CA-2018-166653,63.9680,19.9900000000000000,2,0.20,United States,Ohio,Parma,"44134",Nora Pelletier,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,Home Office,Second Class,2018-09-22,2018-09-24,2018,2018,3,3,9,9,38,39,sat,mon
CA-2019-104731,8.8000,3.8720000000000000,5,0.00,United States,Virginia,Salem,"24153",Anne McFarland,Regeneration Desk Collection,Furniture,Furnishings,Consumer,Standard Class,2019-07-21,2019-07-27,2019,2019,3,3,7,7,29,30,sun,sat
CA-2016-124737,4.2240,1.2672000000000000,3,0.20,United States,Colorado,Denver,"80219",Arthur Prichep,Regeneration Desk Collection,Furniture,Furnishings,Consumer,Standard Class,2016-08-23,2016-08-27,2016,2016,3,3,8,8,34,34,tue,sat
CA-2017-155334,5.2800,2.3232000000000000,3,0.00,United States,California,San Francisco,"94109",Helen Andreada,Regeneration Desk Collection,Furniture,Furnishings,Consumer,First Class,2017-07-30,2017-07-31,2017,2017,3,3,7,7,30,31,sun,mon
CA-2018-134334,10.5600,4.6464000000000000,6,0.00,United States,Maryland,Clinton,"20735",Dave Kipp,Regeneration Desk Collection,Furniture,Furnishings,Consumer,First Class,2018-02-14,2018-02-15,2018,2018,1,1,2,2,7,7,wed,thu
CA-2018-157749,177.2250,-120.5130000000000000,5,0.50,United States,Illinois,Chicago,"60610",Ken Lonsdale,KI Conference Tables,Furniture,Tables,Consumer,Second Class,2018-06-04,2018-06-09,2018,2018,2,2,6,6,23,23,mon,sat
CA-2017-131338,382.8060,-153.1224000000000000,9,0.40,United States,New York,New York City,"10024",Naresj Patel,KI Conference Tables,Furniture,Tables,Consumer,First Class,2017-08-09,2017-08-12,2017,2017,3,3,8,8,32,32,wed,sat
CA-2019-129833,33.4500,15.3870000000000000,5,0.00,United States,Indiana,Indianapolis,"46203",Herbert Flentye,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,Consumer,Standard Class,2019-12-09,2019-12-15,2019,2019,4,4,12,12,50,50,mon,sun
CA-2019-151190,20.0700,9.2322000000000000,3,0.00,United States,Nebraska,Omaha,"68104",Greg Tran,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,Consumer,Standard Class,2019-06-27,2019-07-01,2019,2019,2,3,6,7,26,27,thu,mon
CA-2018-136994,13.3800,6.1548000000000000,2,0.00,United States,California,Los Angeles,"90045",Lynn Smith,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,Consumer,Standard Class,2018-05-27,2018-06-02,2018,2018,2,2,5,6,21,22,sun,sat
CA-2017-166135,139.4240,17.4280000000000000,4,0.20,United States,Colorado,Aurora,"80013",Shaun Chance,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,Corporate,Standard Class,2017-10-01,2017-10-06,2017,2017,4,4,10,10,39,40,sun,fri
CA-2017-162621,16.2700,-25.2185000000000000,5,0.80,United States,Texas,Houston,"77036",Cathy Armstrong,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,Home Office,Standard Class,2017-09-05,2017-09-11,2017,2017,3,3,9,9,36,37,tue,mon
CA-2016-132227,52.0640,18.8732000000000000,4,0.20,United States,New York,New York City,"10011",Sam Zeldin,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,Home Office,Standard Class,2016-11-04,2016-11-10,2016,2016,4,4,11,11,44,45,fri,thu
CA-2016-146969,8.7200,2.8776000000000000,4,0.00,United States,California,Los Angeles,"90045",Arthur Prichep,Stockwell Push Pins,Office Supplies,Fasteners,Consumer,Standard Class,2016-09-29,2016-10-03,2016,2016,3,4,9,10,39,40,thu,mon
CA-2018-109365,15.2600,5.0358000000000000,7,0.00,United States,California,Los Angeles,"90049",Xylona Preis,Stockwell Push Pins,Office Supplies,Fasteners,Consumer,Standard Class,2018-11-03,2018-11-08,2018,2018,4,4,11,11,44,45,sat,thu
CA-2017-120901,3.4880,0.5668000000000000,2,0.20,United States,Texas,Austin,"78745",Barry Gonzalez,Stockwell Push Pins,Office Supplies,Fasteners,Consumer,Standard Class,2017-12-31,2018-01-04,2017,2018,4,1,12,1,52,1,sun,thu
CA-2019-128965,10.9000,3.5970000000000000,5,0.00,United States,California,Los Angeles,"90008",Pamela Stobb,Stockwell Push Pins,Office Supplies,Fasteners,Consumer,Standard Class,2019-04-17,2019-04-22,2019,2019,2,2,4,4,16,17,wed,mon
CA-2016-166884,10.4640,1.7004000000000000,6,0.20,United States,Ohio,Columbus,"43229",Chloris Kastensmidt,Stockwell Push Pins,Office Supplies,Fasteners,Consumer,Second Class,2016-03-11,2016-03-16,2016,2016,1,1,3,3,10,11,fri,wed
CA-2017-149993,10.9000,3.5970000000000000,5,0.00,United States,California,Lancaster,"93534",Guy Armstrong,Stockwell Push Pins,Office Supplies,Fasteners,Consumer,First Class,2017-03-19,2017-03-20,2017,2017,1,1,3,3,11,12,sun,mon
CA-2019-102925,101.4000,38.5320000000000000,5,0.00,United States,New York,New York City,"10024",Christina DeMoss,"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings,Consumer,Second Class,2019-11-05,2019-11-10,2019,2019,4,4,11,11,45,45,tue,sun
CA-2019-104220,18.2800,9.1400000000000000,2,0.00,United States,Iowa,Des Moines,"50315",Benjamin Venier,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,Corporate,Standard Class,2019-01-30,2019-02-05,2019,2019,1,1,1,2,5,6,wed,tue
US-2019-155425,38.3880,-25.5920000000000000,14,0.70,United States,Arizona,Tucson,"85705",Ann Blume,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,Corporate,First Class,2019-11-10,2019-11-11,2019,2019,4,4,11,11,45,46,sun,mon
CA-2017-161263,7.8720,1.2792000000000000,3,0.20,United States,Ohio,Toledo,"43615",Theresa Swint,Crayola Colored Pencils,Office Supplies,Art,Corporate,Standard Class,2017-04-16,2017-04-21,2017,2017,2,2,4,4,15,16,sun,fri
CA-2019-148012,2.6240,0.4264000000000000,1,0.20,United States,Pennsylvania,Philadelphia,"19143",Kalyca Meade,Crayola Colored Pencils,Office Supplies,Art,Corporate,Standard Class,2019-12-09,2019-12-15,2019,2019,4,4,12,12,50,50,mon,sun
CA-2016-102988,22.9600,7.5768000000000000,7,0.00,United States,Virginia,Alexandria,"22304",Greg Maxwell,Crayola Colored Pencils,Office Supplies,Art,Corporate,Second Class,2016-04-05,2016-04-09,2016,2016,2,2,4,4,14,14,tue,sat
CA-2016-101560,13.1200,4.3296000000000000,4,0.00,United States,South Carolina,Columbia,"29203",Chris Selesnick,Crayola Colored Pencils,Office Supplies,Art,Corporate,Second Class,2016-11-28,2016-12-01,2016,2016,4,4,11,12,48,48,mon,thu
CA-2019-106824,5.9400,0.1188000000000000,3,0.00,United States,California,Los Angeles,"90049",Annie Thurman,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,Consumer,Standard Class,2019-07-07,2019-07-11,2019,2019,3,3,7,7,27,28,sun,thu
CA-2018-130029,3.9600,0.0792000000000002,2,0.00,United States,California,Los Angeles,"90049",Guy Thornton,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,Consumer,First Class,2018-07-03,2018-07-06,2018,2018,3,3,7,7,27,27,tue,fri
CA-2016-141152,33.5520,12.5820000000000000,1,0.20,United States,New York,New York City,"10024",Randy Ferguson,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,Corporate,First Class,2016-09-16,2016-09-19,2016,2016,3,3,9,9,37,38,fri,mon
US-2019-147655,88.0740,-58.7160000000000000,7,0.70,United States,Oregon,Redmond,"97756",Aaron Smayling,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,Corporate,First Class,2019-09-04,2019-09-05,2019,2019,3,3,9,9,36,36,wed,thu
CA-2018-156503,39.1520,14.6820000000000000,1,0.20,United States,North Carolina,Jacksonville,"28540",Nathan Cano,Xerox 1916,Office Supplies,Paper,Consumer,Standard Class,2018-10-14,2018-10-20,2018,2018,4,4,10,10,41,42,sun,sat
CA-2017-142433,117.4560,44.0460000000000000,3,0.20,United States,Texas,Houston,"77036",Erica Smith,Xerox 1916,Office Supplies,Paper,Consumer,Standard Class,2017-04-20,2017-04-25,2017,2017,2,2,4,4,16,17,thu,tue
CA-2019-122763,274.0640,102.7740000000000000,7,0.20,United States,Texas,Houston,"77041",Harry Greene,Xerox 1916,Office Supplies,Paper,Consumer,Same Day,2019-03-20,2019-03-20,2019,2019,1,1,3,3,12,12,wed,wed
CA-2019-134096,383.9600,38.3960000000000000,5,0.20,United States,Florida,Hollywood,"33021",Paul Prost,Vtech CS6719,Technology,Phones,Home Office,Standard Class,2019-09-24,2019-09-29,2019,2019,3,3,9,9,39,39,tue,sun
US-2019-159205,671.9300,188.1404000000000000,7,0.00,United States,Kentucky,Henderson,"42420",Daniel Byrd,Vtech CS6719,Technology,Phones,Home Office,Second Class,2019-03-31,2019-04-02,2019,2019,1,2,3,4,13,14,sun,tue
CA-2019-109085,57.5940,-11.5188000000000000,1,0.40,United States,Ohio,Troy,"45373",Christine Kargatis,Vtech CS6719,Technology,Phones,Home Office,First Class,2019-02-17,2019-02-20,2019,2019,1,1,2,2,7,8,sun,wed
CA-2018-130778,8.7400,2.2724000000000000,2,0.00,United States,New York,Long Beach,"11561",Natalie DeCherney,Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,Consumer,Standard Class,2018-11-19,2018-11-25,2018,2018,4,4,11,11,47,47,mon,sun
CA-2018-154767,8.7400,2.2724000000000000,2,0.00,United States,New Jersey,Paterson,"7501",Becky Pak,Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,Consumer,Second Class,2018-06-28,2018-06-30,2018,2018,2,2,6,6,26,26,thu,sat
CA-2017-121272,73.2800,21.2512000000000000,4,0.00,United States,Washington,Seattle,"98103",Denny Ordway,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,Consumer,Standard Class,2017-03-29,2017-04-04,2017,2017,1,2,3,4,13,14,wed,tue
CA-2019-164042,18.3200,-46.7160000000000000,5,0.80,United States,Texas,Houston,"77095",Ken Lonsdale,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,Consumer,Standard Class,2019-05-23,2019-05-27,2019,2019,2,2,5,5,21,22,thu,mon
CA-2019-121216,29.3120,-74.7456000000000000,8,0.80,United States,Texas,College Station,"77840",Michael Moore,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,Consumer,Second Class,2019-12-23,2019-12-25,2019,2019,4,4,12,12,52,52,mon,wed
CA-2018-112697,961.4800,-204.3145000000000000,5,0.20,United States,Florida,Tamarac,"33319",Alan Haines,Premier Automatic Letter Opener,Office Supplies,Supplies,Corporate,Second Class,2018-12-18,2018-12-20,2018,2018,4,4,12,12,51,51,tue,thu
CA-2019-141425,384.5920,-81.7258000000000000,2,0.20,United States,Ohio,Columbus,"43229",Anthony Rawles,Premier Automatic Letter Opener,Office Supplies,Supplies,Corporate,Second Class,2019-11-02,2019-11-06,2019,2019,4,4,11,11,44,45,sat,wed
CA-2016-101931,480.7400,14.4222000000000000,2,0.00,United States,California,Los Angeles,"90049",Todd Sumrall,Premier Automatic Letter Opener,Office Supplies,Supplies,Corporate,First Class,2016-10-28,2016-10-31,2016,2016,4,4,10,10,43,44,fri,mon
CA-2017-160227,2621.3220,553.3902000000000000,11,0.10,United States,New York,New York City,"10011",Emily Ducich,Hon Olson Stacker Chairs,Furniture,Chairs,Home Office,First Class,2017-11-02,2017-11-04,2017,2017,4,4,11,11,44,44,thu,sat
US-2018-143280,36.2400,15.2208000000000000,1,0.00,United States,California,Los Angeles,"90045",Tracy Zic,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,Consumer,Standard Class,2018-02-22,2018-02-26,2018,2018,1,1,2,2,8,9,thu,mon
CA-2018-151561,72.4800,30.4416000000000000,2,0.00,United States,New York,New York City,"10011",Patrick Gardner,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,Consumer,Standard Class,2018-09-01,2018-09-07,2018,2018,3,3,9,9,35,36,sat,fri
CA-2016-110555,217.4400,91.3248000000000000,6,0.00,United States,Montana,Great Falls,"59405",Michelle Moray,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,Consumer,Standard Class,2016-04-11,2016-04-18,2016,2016,2,2,4,4,15,16,mon,mon
CA-2018-125794,36.2400,15.2208000000000000,1,0.00,United States,California,Los Angeles,"90008",Maris LaWare,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,Consumer,Standard Class,2018-09-29,2018-10-03,2018,2018,3,4,9,10,39,40,sat,wed
CA-2016-142769,144.9600,60.8832000000000000,4,0.00,United States,Washington,Seattle,"98103",Resi Pölking,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,Consumer,Same Day,2016-09-13,2016-09-13,2016,2016,3,3,9,9,37,37,tue,tue
CA-2017-157770,36.2400,15.2208000000000000,1,0.00,United States,California,Temecula,"92592",Rob Dowd,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,Consumer,First Class,2017-12-13,2017-12-15,2017,2017,4,4,12,12,50,50,wed,fri
CA-2017-165554,10.8600,5.3214000000000000,2,0.00,United States,California,Los Angeles,"90004",Anthony Jacobs,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,Corporate,Standard Class,2017-05-18,2017-05-22,2017,2017,2,2,5,5,20,21,thu,mon
CA-2019-109701,10.8600,5.3214000000000000,2,0.00,United States,California,Los Angeles,"90032",Alice McCarthy,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,Corporate,Same Day,2019-12-02,2019-12-03,2019,2019,4,4,12,12,49,49,mon,tue
CA-2019-125451,43.4400,21.2856000000000000,8,0.00,United States,Rhode Island,Cranston,"2920",Adam Hart,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,Corporate,First Class,2019-10-23,2019-10-24,2019,2019,4,4,10,10,43,43,wed,thu
US-2018-148901,4.7680,0.4172000000000000,2,0.20,United States,Florida,Jacksonville,"32216",Michael Kennedy,Dixon Ticonderoga Pencils,Office Supplies,Art,Corporate,Standard Class,2018-05-14,2018-05-19,2018,2018,2,2,5,5,20,20,mon,sat
CA-2019-166499,8.9400,2.4138000000000000,3,0.00,United States,New Jersey,Lakewood,"8701",Vivek Grady,Dixon Ticonderoga Pencils,Office Supplies,Art,Corporate,First Class,2019-03-19,2019-03-20,2019,2019,1,1,3,3,12,12,tue,wed
US-2017-130512,663.0720,-165.7680000000000000,6,0.20,United States,Pennsylvania,Allentown,"18103",Sean Miller,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,Home Office,Standard Class,2017-08-21,2017-08-25,2017,2017,3,3,8,8,34,34,mon,fri
US-2017-134558,29.9000,14.6510000000000000,5,0.00,United States,New Hampshire,Dover,"3820",Peter McVee,Xerox 1903,Office Supplies,Paper,Home Office,Second Class,2017-12-19,2017-12-24,2017,2017,4,4,12,12,51,51,tue,sun
CA-2016-100867,321.5520,20.0970000000000000,6,0.20,United States,California,Lakewood,"90712",Eugene Hildebrand,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,Home Office,Standard Class,2016-10-19,2016-10-24,2016,2016,4,4,10,10,42,43,wed,mon
CA-2016-165806,200.9700,50.2425000000000000,3,0.00,United States,Georgia,Marietta,"30062",Valerie Mitchum,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,Home Office,Same Day,2016-04-07,2016-04-07,2016,2016,2,2,4,4,14,14,thu,thu
CA-2018-126158,255.7600,81.8432000000000000,4,0.00,United States,California,Costa Mesa,"92627",Sanjit Chand,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,Consumer,Standard Class,2018-07-25,2018-07-31,2018,2018,3,3,7,7,30,31,wed,tue
CA-2018-136686,383.6400,122.7648000000000000,6,0.00,United States,California,Pasadena,"91104",Roy Französisch,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,Consumer,Standard Class,2018-12-12,2018-12-16,2018,2018,4,4,12,12,50,50,wed,sun
